category,material,material_cost,labour_cost,size,weight,market_min,market_avg,market_max,demand_score,price
Pottery,Jute,1467,315,52.58,3.67,3246.26,3541,4405.15,0.79,4676.5
Handmade Jewellery,Wood,430,612,17.22,3.34,3265.77,3483,4513.84,0.72,3613.09
Bamboo Basket,Clay,1104,570,27.45,4.99,2218.48,2794,3200.43,0.69,4248.16
Handloom Saree,Beads,720,745,35.24,4.49,291.81,369,415.13,0.4,2477.83
Bamboo Basket,Silk,515,273,16.77,2.98,1990.13,2196,2836.9,0.47,2502.53
Bamboo Basket,Wood,1433,898,29.39,0.2,1744.01,2219,2380.93,0.61,4592.9
Wooden Craft,Beads,705,594,54.7,0.86,3023.54,3239,3959.8,0.61,3827.57
Handmade Jewellery,Bamboo,1228,801,20.36,4.31,924.58,1059,1135.31,0.88,3708.55
Pottery,Silk,729,238,30.22,0.82,866.61,997,1135.08,0.28,2026.28
Handmade Jewellery,Jute,1212,1103,10.87,4.71,3234.82,3449,4312.78,0.98,5476.08
Embroidered Cloth,Cotton,767,908,16.88,4.57,371.5,459,506.06,0.77,2993.47
Pottery,Cotton,654,702,45.92,4.36,616.73,668,776.3,0.7,2629.01
Cane Furniture,Terracotta,191,1059,40.35,1.17,826.09,919,969.49,0.34,2608.84
Wooden Craft,Wood,300,774,28.36,3.65,1352.61,1492,1649.48,0.82,2666.55
Jute Bag,Clay,973,890,6.76,2.27,710.68,777,880.08,0.65,3164.79
Embroidered Cloth,Bamboo,568,973,25.13,2.35,1051.29,1121,1389.64,0.48,2927.85
Embroidered Cloth,Bamboo,331,511,5.63,3.13,1055.28,1362,1746.87,0.33,2023.8
Handloom Saree,Clay,566,737,31.48,1.65,2972.11,3571,4049.52,0.66,3906.86
Bamboo Basket,Wood,1491,268,49.22,3.05,2075.57,2466,2626.28,0.87,4196.04
Jute Bag,Cane,1075,378,13.34,2.44,211.93,227,285.58,0.73,2213.71
Terracotta,Brass,411,423,50.5,2.78,1605.49,1768,2224.3,0.99,2453.74
Wooden Craft,Bamboo,666,215,33.39,4.0,2560.04,3294,3757.54,0.41,3180.21
Jute Bag,Silk,620,854,24.23,1.75,1948.36,2091,2334.53,0.54,3531.21
Handmade Jewellery,Cane,1213,673,26.13,3.97,1756.58,2322,2681.85,0.35,4105.32
Embroidered Cloth,Clay,978,76,42.42,4.36,1333.0,1635,2044.57,0.89,2868.01
Terracotta,Beads,939,1141,18.38,4.42,1366.51,1724,2044.44,0.43,4091.8
Jute Bag,Terracotta,384,454,21.71,2.04,1307.28,1633,2048.34,0.27,2298.86
Embroidered Cloth,Cane,467,705,32.11,4.17,1280.88,1692,1799.94,0.72,2882.46
Handloom Saree,Clay,1340,168,36.05,2.34,2771.41,3280,4002.25,0.93,4185.26
Pottery,Beads,1048,285,56.33,2.27,397.08,500,612.74,0.49,2408.72
Metal Craft,Cane,823,230,26.78,2.46,2441.47,3030,3355.96,0.8,3516.83
Metal Craft,Cotton,86,759,49.11,0.92,2513.03,2794,3259.8,0.25,2901.58
Pottery,Silk,1054,554,56.12,4.03,2017.79,2688,3390.46,0.87,4263.02
Handloom Saree,Bamboo,634,406,17.13,0.44,1674.58,1900,2212.9,0.42,2696.35
Metal Craft,Bamboo,792,564,35.9,1.7,1458.52,1585,2012.32,0.56,3102.92
Jute Bag,Brass,1358,757,57.49,1.56,1825.51,2429,3065.74,0.97,4607.89
Handloom Saree,Cotton,593,180,26.12,1.74,1232.16,1569,1740.58,0.39,2103.55
Handloom Saree,Clay,1198,673,31.66,2.09,2584.5,2749,3164.04,0.24,4172.45
Handloom Saree,Beads,1274,798,18.36,3.86,2131.3,2356,2662.27,0.66,4353.51
Handloom Saree,Clay,1159,1086,28.43,1.93,2746.78,3216,3716.35,0.99,5109.6
Handloom Saree,Clay,539,859,55.07,4.9,2216.42,2414,2743.6,0.77,3668.88
Terracotta,Cotton,729,453,13.42,3.23,1573.57,1831,2069.34,0.94,2924.81
Bamboo Basket,Silk,1008,712,49.71,4.55,1714.62,2196,2309.02,0.68,4055.46
Embroidered Cloth,Cotton,201,270,15.28,0.57,3234.2,3425,4365.82,0.96,2873.93
Handmade Jewellery,Bamboo,629,662,44.28,4.44,1898.72,2075,2438.27,0.42,3189.08
Wooden Craft,Jute,1284,1182,55.27,4.78,3297.06,3865,5020.98,0.33,5707.08
Terracotta,Silk,1080,786,16.69,4.56,704.4,887,1023.72,0.21,3198.04
Jute Bag,Cotton,445,941,51.25,2.12,2754.34,3431,4064.55,0.83,4285.21
Embroidered Cloth,Cane,853,71,31.45,4.65,1325.14,1640,1975.96,0.31,2385.96
Pottery,Clay,862,192,52.96,3.89,1073.21,1409,1565.39,0.93,2682.53
Wooden Craft,Terracotta,1042,1034,47.43,4.46,1550.22,1728,2198.19,0.23,3993.51
Metal Craft,Jute,529,93,52.19,2.77,2160.7,2552,2773.6,0.31,2569.85
Jute Bag,Wood,369,683,39.02,1.09,3329.59,3667,4595.21,0.72,3843.05
Metal Craft,Beads,70,1147,22.25,3.07,2076.16,2283,2425.96,0.97,3499.71
Terracotta,Terracotta,582,73,47.99,2.43,2914.07,3167,3820.26,0.83,2955.68
Metal Craft,Terracotta,927,434,46.23,3.81,2141.86,2570,3283.48,0.63,3755.84
Wooden Craft,Bamboo,976,674,21.39,2.04,411.49,485,512.44,0.98,2789.36
Cane Furniture,Jute,345,750,31.64,4.3,2704.99,3229,4044.63,0.39,3619.32
Handmade Jewellery,Silk,286,513,56.48,3.47,1537.18,2036,2406.35,0.64,2789.95
Pottery,Bamboo,998,272,13.59,0.94,1866.45,2133,2527.12,0.38,3043.6
Embroidered Cloth,Cotton,1047,562,46.48,3.23,1254.24,1550,1869.23,0.83,3510.31
Handmade Jewellery,Cotton,203,609,56.63,2.85,694.8,843,1088.77,0.28,2026.31
Wooden Craft,Terracotta,1099,1092,52.67,1.38,1154.39,1437,1576.7,0.97,4494.74
Embroidered Cloth,Wood,403,469,9.47,3.6,2757.16,3070,3331.97,0.87,3157.85
Wooden Craft,Cane,197,670,27.09,3.55,1675.93,2102,2730.67,0.67,2862.67
Wooden Craft,Wood,405,328,38.28,2.34,172.39,207,239.81,0.74,1542.28
Embroidered Cloth,Cotton,1295,141,47.54,2.95,3403.4,3952,4802.91,0.42,4357.85
Cane Furniture,Cane,1375,65,35.0,1.84,1854.29,2049,2628.9,0.67,3251.33
Metal Craft,Beads,778,439,22.24,2.67,2847.05,3041,3603.62,0.35,3505.67
Terracotta,Cane,1041,1066,26.42,4.62,3702.07,3958,4921.39,0.42,5274.22
Bamboo Basket,Silk,293,205,34.51,3.16,3567.16,3828,4879.5,0.56,3231.55
Embroidered Cloth,Terracotta,202,821,22.86,2.61,2297.94,2800,3264.72,0.85,3337.21
Embroidered Cloth,Jute,1260,1098,57.59,4.2,1167.62,1304,1661.66,0.8,4494.69
Bamboo Basket,Clay,286,198,37.07,1.0,1119.42,1208,1427.88,0.52,1751.45
Terracotta,Clay,1368,110,16.15,2.99,233.32,295,311.4,0.7,2396.64
Bamboo Basket,Terracotta,701,979,42.81,1.66,1876.01,2152,2399.56,0.99,3993.12
Pottery,Brass,296,197,14.57,4.08,656.54,807,913.58,0.63,1559.58
Wooden Craft,Cotton,1435,273,5.11,3.83,2326.43,3089,3775.72,0.86,4240.7
Jute Bag,Clay,866,64,26.3,0.24,635.29,699,790.55,0.22,1666.33
Handloom Saree,Terracotta,1412,1028,10.13,4.1,1065.18,1239,1545.96,0.57,4261.77
Metal Craft,Jute,656,770,19.02,1.97,2980.5,3259,3725.81,0.25,3910.56
Cane Furniture,Brass,1295,847,28.51,4.59,1384.58,1621,2008.38,0.21,3983.15
Handloom Saree,Cotton,682,890,30.71,2.9,3016.07,3910,4255.66,0.25,4469.52
Bamboo Basket,Jute,661,1192,29.13,2.42,975.6,1118,1329.84,0.54,3381.65
Bamboo Basket,Wood,1346,85,58.3,1.89,2146.8,2779,3150.65,0.89,3954.39
Pottery,Bamboo,84,944,48.56,0.92,574.68,707,786.64,0.24,2120.69
Handmade Jewellery,Jute,366,965,9.46,0.38,1409.37,1653,1790.16,0.31,2788.59
Metal Craft,Clay,1472,1049,58.81,3.7,1357.78,1786,2288.59,0.64,4954.71
Metal Craft,Jute,1310,1080,34.04,1.99,2672.35,3509,3754.54,0.46,5424.52
Handloom Saree,Terracotta,126,314,43.08,0.29,2169.43,2442,3047.51,0.35,2254.45
Handmade Jewellery,Silk,664,1137,17.86,1.3,1943.63,2516,2942.77,0.56,4164.18
Bamboo Basket,Brass,1204,944,18.61,3.07,467.54,545,573.66,0.74,3452.41
Wooden Craft,Clay,87,815,7.32,2.14,1429.41,1642,1898.28,0.27,2383.22
Jute Bag,Jute,419,350,20.46,2.87,266.99,344,378.0,0.71,1550.36
Embroidered Cloth,Terracotta,1435,991,39.08,4.72,572.56,678,823.92,0.9,3941.17
Handmade Jewellery,Beads,369,1105,18.39,3.75,3044.84,3536,4574.7,0.85,4334.13
Embroidered Cloth,Bamboo,690,63,33.29,4.11,708.73,835,908.14,0.54,1857.6
Bamboo Basket,Terracotta,92,960,5.72,4.7,2652.56,2818,3363.78,0.84,3451.47
Wooden Craft,Clay,98,369,26.67,2.24,3103.06,3663,4615.18,0.81,3092.93
Bamboo Basket,Cotton,236,749,58.4,4.4,875.07,1105,1410.79,0.49,2379.93
Metal Craft,Beads,1393,654,11.87,2.82,2006.04,2339,2491.86,0.81,4350.58
Terracotta,Beads,474,278,46.97,2.28,897.11,1027,1261.32,0.83,2074.67
Terracotta,Cotton,249,770,47.45,0.53,1944.72,2102,2432.32,0.5,2784.25
Pottery,Clay,351,433,6.87,2.19,2001.54,2246,2641.57,0.29,2521.45
Handloom Saree,Cane,1072,331,58.33,0.69,1716.9,1979,2474.96,0.52,3389.39
Embroidered Cloth,Bamboo,1469,951,53.14,3.26,2376.11,3154,4073.9,0.67,5463.64
Metal Craft,Cane,249,864,9.32,0.93,2625.73,2953,3820.57,0.84,3473.3
Jute Bag,Beads,1004,920,16.27,1.81,361.16,445,485.52,0.8,3071.12
Handmade Jewellery,Clay,995,788,43.28,3.31,2210.14,2382,2701.23,0.31,4020.99
Wooden Craft,Clay,956,395,12.57,1.48,2809.49,3005,3455.46,0.45,3584.5
Pottery,Beads,763,191,40.22,1.49,1598.82,1937,2277.24,0.64,2645.04
Wooden Craft,Cotton,1325,965,35.35,2.82,2750.95,2946,3607.99,0.47,4782.11
Jute Bag,Cotton,895,354,51.21,1.97,2860.56,3357,4048.09,0.35,3799.55
Handmade Jewellery,Jute,950,641,9.27,1.82,3054.82,3845,4588.61,0.92,4680.62
Cane Furniture,Brass,1264,339,43.11,2.86,344.81,384,470.91,0.54,2662.24
Embroidered Cloth,Clay,403,862,9.51,3.93,489.3,554,629.67,0.84,2334.16
Jute Bag,Silk,1031,1164,48.01,2.88,2195.86,2591,3092.03,0.46,4742.26
Bamboo Basket,Beads,57,119,47.97,0.4,2415.71,3051,3783.15,0.59,2253.14
Bamboo Basket,Silk,1370,1182,36.72,3.6,3339.68,3630,4199.77,0.69,5811.97
Handloom Saree,Beads,784,507,55.95,3.5,2394.67,2730,2936.68,0.27,3659.53
Terracotta,Brass,263,691,38.11,0.29,814.89,1048,1241.67,0.93,2307.21
Handmade Jewellery,Cotton,1038,963,25.62,4.71,2943.9,3361,3592.44,0.97,4878.73
Cane Furniture,Brass,1026,55,59.05,3.13,1589.02,1778,2288.3,0.73,2906.67
Bamboo Basket,Silk,1266,627,40.98,1.22,2588.04,3354,4243.01,0.3,4630.88
Handmade Jewellery,Brass,55,633,5.69,3.78,2747.54,3135,3947.22,0.85,3037.9
Handmade Jewellery,Terracotta,1080,160,32.58,1.81,1394.78,1840,1945.38,0.96,2956.69
Cane Furniture,Bamboo,1061,308,41.54,0.58,876.91,1016,1144.01,0.38,2510.59
Cane Furniture,Wood,1392,697,44.18,3.11,3088.17,3873,4664.02,0.21,5267.5
Handmade Jewellery,Wood,1326,1108,21.61,1.12,2346.39,2842,3626.08,0.56,5074.1
Metal Craft,Bamboo,146,949,16.16,2.67,1953.73,2134,2618.64,0.32,3007.49
Wooden Craft,Cane,283,842,14.1,0.72,1238.88,1631,2113.48,0.4,2651.71
Cane Furniture,Terracotta,673,348,41.92,4.09,1389.49,1794,2016.06,0.48,2633.48
Handloom Saree,Cotton,87,1139,7.81,1.34,1767.28,2261,2846.5,0.91,3337.03
Wooden Craft,Wood,353,1146,49.71,4.73,310.92,363,416.08,0.98,2953.79
Wooden Craft,Terracotta,457,1041,42.32,0.68,1695.68,1819,2287.89,0.79,3386.47
Metal Craft,Silk,143,364,55.3,2.81,314.63,365,408.76,0.33,1215.73
Cane Furniture,Bamboo,721,136,42.14,1.15,2150.93,2496,2804.18,0.33,2860.7
Bamboo Basket,Silk,778,289,41.8,2.63,1118.84,1459,1761.87,0.79,2696.85
Embroidered Cloth,Wood,794,320,10.62,2.52,2821.07,3649,4606.56,0.75,3771.51
Handmade Jewellery,Bamboo,1339,901,24.21,0.83,2144.68,2613,3299.8,0.95,4771.91
Pottery,Bamboo,865,98,42.67,1.91,2649.19,3187,3554.99,0.49,3327.44
Pottery,Bamboo,980,330,36.0,0.8,2928.09,3115,3529.41,0.88,3702.65
Pottery,Jute,1139,1104,15.02,0.63,3305.4,3881,4221.28,0.74,5345.4
Jute Bag,Cotton,571,226,56.58,0.81,2553.16,3263,4184.92,0.47,3248.79
Metal Craft,Terracotta,863,921,37.73,3.04,283.14,371,402.83,0.79,3057.61
Wooden Craft,Terracotta,284,651,44.66,4.49,600.42,798,863.96,0.33,2145.11
Handmade Jewellery,Beads,1103,519,40.44,3.67,2940.13,3299,3539.67,0.58,4294.38
Terracotta,Silk,652,101,20.68,4.25,2870.52,3370,4030.66,0.7,3322.99
Handloom Saree,Terracotta,776,166,51.52,2.63,806.34,867,926.6,0.94,2093.91
Terracotta,Clay,637,679,6.63,2.7,2568.57,3288,3629.42,0.69,3795.89
Pottery,Silk,610,697,47.47,0.14,3000.06,3514,4469.4,0.66,4047.4
Pottery,Silk,800,838,13.35,3.41,1004.13,1332,1611.48,0.99,3302.6
Metal Craft,Beads,702,482,55.17,1.72,214.33,250,289.72,0.77,2203.42
Terracotta,Bamboo,944,918,39.07,4.0,3417.44,3770,4204.45,0.97,5090.52
Pottery,Wood,493,225,48.62,3.9,1296.06,1579,1796.17,0.37,2213.31
Bamboo Basket,Cane,1111,473,15.09,3.72,2904.93,3810,4795.51,0.42,4234.34
Bamboo Basket,Cane,237,1189,13.98,4.92,699.04,736,921.64,0.52,2693.29
Metal Craft,Jute,1349,923,23.41,3.27,2658.55,3080,3750.43,0.56,4886.01
Cane Furniture,Silk,726,765,51.98,1.69,3464.83,3870,4860.66,0.49,4596.89
Handmade Jewellery,Clay,785,333,49.13,2.58,307.32,331,406.17,0.21,1846.72
Embroidered Cloth,Silk,1018,811,19.83,4.04,2733.99,3465,3796.68,0.41,4632.88
Embroidered Cloth,Brass,627,438,6.0,0.53,401.96,488,554.58,0.9,2018.93
Bamboo Basket,Beads,1227,177,11.7,2.8,2701.99,3491,4122.05,0.67,4027.9
Bamboo Basket,Beads,928,1126,9.99,3.29,2453.24,2872,3473.72,0.42,4601.83
Wooden Craft,Beads,295,203,11.22,1.16,273.94,312,339.76,0.21,1053.02
Wooden Craft,Clay,1342,345,38.05,2.96,2331.69,2674,2890.37,0.26,3992.3
Embroidered Cloth,Jute,1352,821,48.58,2.56,2180.82,2802,3134.4,0.65,4828.95
Cane Furniture,Bamboo,879,1022,58.73,1.52,731.52,783,885.62,0.43,3310.64
Handmade Jewellery,Beads,510,502,43.01,0.36,2517.17,3131,3389.46,0.54,3370.91
Terracotta,Brass,1172,1110,40.36,0.34,1581.53,2087,2592.47,0.96,4539.34
Metal Craft,Terracotta,78,825,49.18,1.07,587.34,713,789.92,0.69,2006.05
Terracotta,Terracotta,1021,651,36.15,1.01,2199.29,2593,3085.58,0.51,3977.76
Bamboo Basket,Terracotta,932,120,20.86,3.92,1384.9,1638,1935.24,0.47,2644.12
Cane Furniture,Brass,50,598,42.43,0.44,2104.2,2331,2559.25,0.27,2491.68
Cane Furniture,Wood,845,550,8.18,2.32,2706.26,3102,3656.07,0.7,3830.77
Pottery,Brass,866,572,47.73,3.23,3047.8,3530,4150.13,0.79,4296.05
Pottery,Terracotta,247,86,58.39,2.3,213.4,269,304.86,0.42,1008.34
Pottery,Bamboo,501,706,54.16,2.71,1005.86,1212,1392.28,0.32,2660.75
Wooden Craft,Cotton,653,661,49.21,3.26,1837.6,2222,2843.98,0.54,3514.34
Pottery,Brass,1463,1161,11.64,1.6,2833.65,3391,3651.61,0.52,5497.58
Handloom Saree,Clay,611,774,38.88,2.44,690.1,902,1111.91,0.57,2649.3
Handmade Jewellery,Brass,153,413,35.46,2.98,2280.4,2997,3305.45,0.32,2592.33
Handmade Jewellery,Terracotta,436,150,25.45,2.24,773.15,1019,1272.89,0.65,1631.76
Bamboo Basket,Terracotta,92,230,51.54,3.93,1110.02,1470,1730.94,0.88,1785.72
Handmade Jewellery,Beads,1324,706,12.43,3.86,2863.32,3545,4537.74,0.3,4720.83
Handmade Jewellery,Jute,556,111,46.82,4.77,1538.57,1678,2013.31,0.39,2212.6
Bamboo Basket,Brass,271,1176,57.38,2.86,3518.85,3758,4159.47,0.37,4534.38
Terracotta,Brass,1039,505,7.41,1.4,2221.83,2794,3323.37,0.81,3777.93
Pottery,Silk,368,689,44.78,3.59,1517.97,1832,2263.56,0.34,2865.8
Jute Bag,Cotton,590,925,28.12,0.18,2000.34,2349,2999.43,0.59,3523.86
Wooden Craft,Clay,393,533,29.88,2.95,596.16,694,774.48,0.96,2151.78
Wooden Craft,Cotton,473,211,5.65,4.34,3187.5,3582,4352.02,0.64,3316.34
Embroidered Cloth,Bamboo,505,968,51.33,1.81,2774.0,3257,3766.38,0.46,4078.06
Bamboo Basket,Clay,338,139,39.57,4.3,1695.12,2138,2635.2,0.72,2300.56
Bamboo Basket,Brass,418,459,26.12,4.71,233.02,310,332.81,0.95,1766.0
Cane Furniture,Wood,1428,137,36.5,1.22,3197.9,3477,3896.58,0.81,4321.63
Pottery,Silk,569,479,7.0,0.98,1634.73,1907,2217.31,0.83,2824.39
Metal Craft,Jute,1398,941,58.97,4.6,3176.4,3840,4771.4,0.99,5770.78
Pottery,Cotton,733,209,38.21,3.41,2749.42,3178,3941.68,0.9,3674.1
Jute Bag,Brass,320,1134,36.74,1.21,922.22,1151,1381.48,0.58,3026.55
Wooden Craft,Beads,1080,909,43.74,3.07,658.7,827,976.76,0.79,3644.94
Jute Bag,Cotton,1389,612,40.54,4.53,3279.84,3568,4475.98,0.38,5016.05
Jute Bag,Cotton,1053,799,19.73,4.52,3200.43,3823,4867.54,0.72,4944.99
Embroidered Cloth,Terracotta,359,61,7.78,3.51,855.41,1066,1247.21,0.22,1250.32
Metal Craft,Silk,1306,198,11.09,3.83,3119.95,3496,4397.58,0.74,4104.22
Cane Furniture,Cane,198,84,13.16,1.73,2362.07,2665,2993.37,0.23,1937.56
Handmade Jewellery,Cane,1018,1011,9.46,3.52,322.88,428,504.64,0.41,3078.19
Metal Craft,Brass,1328,314,43.4,2.12,1829.54,2389,2679.44,0.58,3770.19
Jute Bag,Jute,852,980,50.6,1.07,2781.17,3061,3960.66,0.5,4559.53
Bamboo Basket,Brass,732,1060,47.44,4.22,1326.79,1451,1610.04,0.73,3806.71
Wooden Craft,Cane,1450,239,12.07,2.43,1020.49,1191,1535.52,0.59,3116.56
Terracotta,Jute,109,154,11.73,0.31,2795.91,3267,4076.98,0.98,2396.06
Handmade Jewellery,Brass,1355,847,28.66,4.38,3296.71,3857,4171.65,0.79,5459.57
Embroidered Cloth,Cotton,1400,853,32.08,4.56,2180.04,2480,2637.09,0.45,4704.29
Pottery,Jute,688,113,49.54,2.75,2955.7,3661,4378.45,0.87,3634.95
Metal Craft,Cotton,782,347,10.68,4.2,2950.3,3622,3963.35,0.9,3780.62
Jute Bag,Jute,290,633,13.1,3.44,1256.7,1488,1913.17,0.43,2360.68
Pottery,Brass,440,1128,51.46,3.96,321.07,419,477.41,0.81,2930.44
Bamboo Basket,Clay,367,634,41.68,3.98,418.93,460,545.82,0.49,1956.39
Jute Bag,Clay,103,1021,47.79,0.75,450.94,509,536.89,0.22,2331.74
Handloom Saree,Jute,954,1100,40.81,2.22,2045.13,2172,2547.11,0.83,4282.17
Metal Craft,Bamboo,482,896,54.44,3.18,1343.98,1687,1926.74,0.27,3220.94
Bamboo Basket,Jute,986,838,21.16,1.89,1307.58,1474,1868.98,0.38,3500.69
Cane Furniture,Terracotta,226,921,10.06,2.51,1956.72,2093,2535.33,0.7,2975.14
Metal Craft,Beads,87,1058,39.85,0.15,764.89,949,1168.28,0.94,2626.62
Handloom Saree,Brass,1346,825,53.76,0.81,604.32,778,878.16,0.57,3694.44
Wooden Craft,Cotton,1309,564,54.46,3.86,2860.13,3565,4624.79,0.72,4909.79
Metal Craft,Clay,521,1069,41.6,3.19,1159.31,1335,1571.77,0.53,3308.2
Bamboo Basket,Terracotta,253,303,29.42,2.31,2285.95,2448,2950.16,0.89,2595.86
Embroidered Cloth,Cotton,702,490,53.81,1.25,1227.26,1423,1831.43,0.35,2706.97
Embroidered Cloth,Terracotta,833,352,27.79,3.41,3226.96,3791,4221.0,0.49,4039.51
Jute Bag,Silk,127,488,31.24,1.92,3240.61,3919,4215.2,0.59,3330.83
Bamboo Basket,Cane,676,296,48.88,3.13,283.68,316,385.64,0.24,1765.21
Embroidered Cloth,Clay,402,623,42.81,2.62,2896.74,3155,3674.91,0.21,3421.64
Handloom Saree,Beads,248,732,46.86,2.35,2041.19,2328,2717.51,0.47,3059.25
Embroidered Cloth,Jute,607,164,46.87,0.46,854.27,1007,1181.09,0.69,1883.68
Wooden Craft,Bamboo,1236,796,24.16,2.44,1015.59,1074,1378.15,0.75,3684.67
Handmade Jewellery,Cotton,1217,791,19.6,2.44,426.45,484,575.97,0.35,3169.5
Wooden Craft,Cane,980,1081,51.23,3.72,2839.9,3075,3270.05,0.95,4891.4
Terracotta,Beads,1030,448,16.27,2.23,3039.28,3855,4322.4,0.61,4463.96
Handloom Saree,Wood,728,574,23.03,4.89,2922.42,3792,4443.12,0.83,4235.09
Handmade Jewellery,Beads,1109,335,13.21,0.76,309.84,377,441.98,0.57,2361.39
Terracotta,Cotton,1419,527,10.8,3.0,996.26,1272,1503.33,0.74,3440.28
Metal Craft,Jute,979,436,32.69,3.1,291.65,363,458.05,0.31,2231.12
Handmade Jewellery,Silk,1169,651,35.45,2.14,1520.27,1856,2346.2,0.83,3735.08
Handmade Jewellery,Silk,83,454,10.55,4.64,1577.87,2035,2412.59,0.92,2263.65
Cane Furniture,Beads,731,861,25.14,0.57,2322.87,3001,3212.38,0.98,4279.16
Cane Furniture,Wood,1261,452,38.45,4.88,2662.78,3122,3883.5,0.79,4491.2
Pottery,Terracotta,431,766,43.95,0.14,3057.95,3638,3984.3,0.21,3818.72
Pottery,Clay,988,883,50.04,3.11,680.32,771,870.59,0.55,3463.47
Terracotta,Cotton,1256,1115,23.74,4.03,2556.93,3315,4219.08,0.49,5314.37
Metal Craft,Silk,421,414,54.96,2.0,3320.36,3590,3831.9,0.26,3422.39
Pottery,Cotton,1028,391,23.57,1.98,3166.97,3636,4541.0,0.94,4463.64
Bamboo Basket,Terracotta,1168,747,42.79,0.19,616.81,664,802.93,0.21,3195.85
Metal Craft,Terracotta,383,1142,12.71,3.69,1599.55,1837,2385.51,0.26,3382.58
Cane Furniture,Cotton,327,261,52.81,0.75,1101.86,1320,1485.93,0.46,1937.57
Wooden Craft,Brass,1326,465,46.66,2.29,2611.4,2894,3110.05,0.99,4513.74
Embroidered Cloth,Terracotta,921,990,57.08,1.56,2526.25,2803,2994.77,0.84,4569.01
Pottery,Brass,1232,201,15.36,0.86,3182.66,3775,4887.48,0.4,4109.22
Embroidered Cloth,Cane,146,443,43.9,4.05,1555.87,1708,2196.47,0.42,2106.45
Embroidered Cloth,Cotton,172,441,31.32,2.2,2010.84,2380,2944.01,0.52,2541.04
Metal Craft,Bamboo,95,642,46.23,2.69,1122.23,1348,1676.91,0.52,2215.29
Bamboo Basket,Silk,480,554,34.25,1.47,2510.13,3002,3242.05,0.3,3274.55
Handmade Jewellery,Silk,215,1129,41.69,3.67,2640.8,3043,3299.45,0.64,4101.1
Cane Furniture,Silk,357,147,48.09,1.88,804.64,903,1058.21,0.79,1589.54
Terracotta,Silk,728,1103,45.06,4.58,2930.45,3253,3673.29,0.3,4598.88
Cane Furniture,Cotton,323,790,21.66,1.08,614.68,662,726.85,0.43,2068.69
Metal Craft,Cane,448,56,19.79,2.27,1193.59,1308,1380.45,0.89,1768.43
Jute Bag,Cane,461,403,21.46,2.16,258.6,280,327.35,0.99,1639.26
Jute Bag,Bamboo,1105,938,35.88,1.3,2192.58,2807,3398.64,0.97,4822.46
Handloom Saree,Clay,609,626,13.21,4.2,2822.48,3198,4141.26,0.86,3888.8
Jute Bag,Wood,130,919,54.68,4.73,2792.91,3510,3981.32,0.24,3790.72
Handmade Jewellery,Cane,154,837,43.58,3.46,1144.88,1467,1792.04,0.44,2612.2
Jute Bag,Beads,202,86,32.64,4.01,1861.9,2144,2331.87,0.33,1912.94
Jute Bag,Jute,141,624,45.22,0.57,540.93,637,721.36,0.54,1746.29
Pottery,Bamboo,106,250,40.01,2.98,1249.82,1421,1527.6,0.23,1600.49
Wooden Craft,Cotton,836,551,18.16,4.08,260.43,320,407.96,0.73,2430.46
Pottery,Terracotta,1155,156,21.06,3.4,1867.37,2103,2625.12,0.95,3257.61
Pottery,Jute,126,654,41.15,3.51,2716.03,2945,3486.95,0.22,3019.24
Bamboo Basket,Brass,370,1163,33.41,4.13,1182.68,1456,1811.62,0.53,3172.58
Handloom Saree,Cotton,306,1022,34.46,4.94,292.62,352,415.19,0.77,2493.68
Pottery,Clay,1010,936,16.57,4.39,2676.1,3194,4128.88,0.34,4551.95
Bamboo Basket,Terracotta,1398,249,40.25,0.15,2266.35,2564,2721.76,0.36,3661.45
Metal Craft,Jute,659,677,18.89,3.36,1781.42,1925,2055.07,0.3,3065.25
Bamboo Basket,Brass,822,528,31.96,0.9,1979.17,2637,2789.9,0.87,3699.43
Embroidered Cloth,Terracotta,134,342,7.8,3.78,2958.87,3439,4258.35,0.83,2878.29
Handloom Saree,Wood,719,953,18.74,0.85,717.86,890,1053.06,0.3,2853.42
Cane Furniture,Beads,1115,1060,11.15,1.15,1431.11,1516,1672.56,0.85,4027.02
Metal Craft,Beads,896,839,21.06,4.84,2353.35,2711,3300.88,0.7,4192.76
Jute Bag,Wood,347,1136,23.02,4.93,2242.77,2813,3383.5,0.59,3940.86
Wooden Craft,Beads,1485,1017,19.23,3.58,1418.42,1622,2090.04,0.48,4500.84
Jute Bag,Terracotta,311,696,29.09,3.31,1037.73,1283,1643.6,0.92,2525.15
Embroidered Cloth,Terracotta,823,444,6.57,2.82,209.61,245,301.72,0.55,2061.47
Embroidered Cloth,Clay,1380,351,23.12,4.93,224.45,290,322.85,0.87,3013.97
Jute Bag,Brass,1258,1104,51.28,3.97,1568.03,2056,2488.03,0.76,4713.2
Metal Craft,Silk,1127,528,27.75,1.41,2068.71,2434,2652.06,0.96,3960.42
Jute Bag,Cotton,1222,1124,16.28,2.28,1766.8,2031,2191.11,0.85,4545.7
Terracotta,Beads,971,771,15.86,1.88,2273.6,3025,3622.31,0.92,4380.12
Handloom Saree,Brass,552,830,6.89,2.85,1802.74,2198,2422.76,0.93,3388.65
Embroidered Cloth,Brass,1292,637,50.8,0.5,455.48,539,604.71,0.78,3325.21
Pottery,Cotton,562,1059,47.61,0.41,2504.57,2812,3303.8,0.49,4116.91
